row_index,sample_id,group_id,Folder,File,SMILES,subset
147,Group 11/146.log,Group 11,Group 11,146.log,CC(C1=CC2=C(OCCCCCN3N=NC(CCCOC4=C(C=C5C(C)(C)C)SC6=C(O)C(SC7=C(O)C(SC8=CC(C(C)(C)C)=CC(SC4=C5)=C8O)=CC(C(C)(C)C)=C7)=CC(C(C)(C)C)=C6)=C3)C(SC9=CC(C(C)(C)C)=CC(SC%10=CC(C(C)(C)C)=CC(SC%11=CC(C(C)(C)C)=CC(S2)=C%11OCCCCCN%12N=NC(CCCOC%13=C(SC%14=C%15)C=C(C(C)(C)C)C=C%13SC%16=CC(C(C)(C)C)=CC(SC%17=CC(C(C)(C)C)=CC(SC(C=C%15C(C)(C)C)=C%14O)=C%17O)=C%16O)=C%12)=C%10OCCCCCN%18C=C(CCCOC%19=C(C=C(C=C%19SC%20=C%21)C(C)(C)C)SC%22=CC(C(C)(C)C)=CC(SC%23=C(O)C(SC(C=C%21C(C)(C)C)=C%20O)=CC(C(C)(C)C)=C%23)=C%22O)N=N%18)=C9OCCCCCN%24C=C(CCCOC%25=C(SC(C=C%26C(C)(C)C)=C%27O)C=C(C(C)(C)C)C=C%25SC%28=C(O)C(SC%29=CC(C(C)(C)C)=CC(SC%27=C%26)=C%29O)=CC(C(C)(C)C)=C%28)N=N%24)=C1)(C)C,train
149,Group 12/148.log,Group 12,Group 12,148.log,OCC(N=N1)=CN1C2=CC(C3=NC=CC=C3)=NC(C4=CC=CC=N4)=C2,train
150,Group 12/149.log,Group 12,Group 12,149.log,CCCCCCC(N=N1)=CN1C2=CC(C3=NC=CC=C3)=NC(C4=CC=CC=N4)=C2,train
152,Group 12/151.log,Group 12,Group 12,151.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)C=C5C(C)(C)C,train
153,Group 12/152.log,Group 12,Group 12,152.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)C=C5C(C)(C)C,train
155,Group 12/154.log,Group 12,Group 12,154.log,CC(C1=CC2=C(OCCCCCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=C4OCCCCCCCCCCCC)=C3OCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)=C1)(C)C,train
156,Group 12/155.log,Group 12,Group 12,155.log,CC(C1=CC2=C(OCCCCCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=C4OCCCCCCCCCCCC)=C3OCCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)=C1)(C)C,train
157,Group 12/156.log,Group 12,Group 12,156.log,CC(C1=CC2=C(OCCCCCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCC6=CN(C7=CC(C8=NC=CC=C8)=NC(C9=CC=CC=N9)=C7)N=N6)=C4OCCCCCCCCCCCC)=C3OCCCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)=C1)(C)C,train
158,Group 12/157.log,Group 12,Group 12,157.log,CC(C1=CC2=C(OCCCCC3=CN(C4=CC(C5=NC=CC=C5)=NC(C6=CC=CC=N6)=C4)N=N3)C(SC7=CC(C(C)(C)C)=CC(SC8=CC(C(C)(C)C)=CC(SC9=CC(C(C)(C)C)=CC(S2)=C9OCCCCC%10=CN(C%11=CC(C%12=NC=CC=C%12)=NC(C%13=CC=CC=N%13)=C%11)N=N%10)=C8OCCCCC%14=CN(C%15=CC(C%16=NC=CC=C%16)=NC(C%17=CC=CC=N%17)=C%15)N=N%14)=C7OCCCCC%18=CN(C%19=CC(C%20=NC=CC=C%20)=NC(C%21=CC=CC=N%21)=C%19)N=N%18)=C1)(C)C,train
159,Group 13/158.log,Group 13,Group 13,158.log,CC(C1=CC2=C(OCCOCCO)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCOCCO)=C4OCCOCCO)=C3OCCOCCO)=C1)(C)C,train
160,Group 13/159.log,Group 13,Group 13,159.log,CC(C1=CC2=C(OCCOCCO)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCBr)=C4OCCOCCO)=C3OCCBr)=C1)(C)C,train
161,Group 13/160.log,Group 13,Group 13,160.log,OC1=C2C=C(C(C)(C)C)C=C1SC3=C(OCCOCCOC4=C(S2)C=C5C(C)(C)C)C(SC6=CC(C(C)(C)C)=CC(SC4=C5)=C6O)=CC(C(C)(C)C)=C3,train
162,Group 13/161.log,Group 13,Group 13,161.log,OC1=C2C=C(C(C)(C)C)C=C1SC3=C(OCCOCCOCCOC4=C(S2)C=C5C(C)(C)C)C(SC6=CC(C(C)(C)C)=CC(SC4=C5)=C6O)=CC(C(C)(C)C)=C3,train
164,Group 13/163.log,Group 13,Group 13,163.log,OC1=C2C=C(C(C)(C)C)C=C1SC3=C(OCCOCCOCCOCCOCCOC4=C(S2)C=C5C(C)(C)C)C(SC6=CC(C(C)(C)C)=CC(SC4=C5)=C6O)=CC(C(C)(C)C)=C3.C,train
165,Group 13/164.log,Group 13,Group 13,164.log,O=[N+](C1=CC(S2)=C3OCCOCCOCCOCCOC4=C5SC6=C(C2=CC([N+]([O-])=O)=C6)OCCOCCOCCOCCOC7=C(SC3=C1)C=C([N+]([O-])=O)C=C7SC4=CC([N+]([O-])=O)=C5)[O-],train
166,Group 13/165.log,Group 13,Group 13,165.log,CC(C1=CC2=C(OCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCBr)=C1)(C)C,train
167,Group 13/166.log,Group 13,Group 13,166.log,CC(C1=CC2=C(OCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCBr)=C1)(C)C,train
168,Group 13/167.log,Group 13,Group 13,167.log,CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCBr)=C1)(C)C,train
169,Group 13/168.log,Group 13,Group 13,168.log,CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCBr)=C1)(C)C,train
170,Group 13/169.log,Group 13,Group 13,169.log,CC(C1=CC2=C(OCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCBr)=C1)(C)C,train
171,Group 13/170.log,Group 13,Group 13,170.log,CC(C1=CC2=C(OCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCBr)=C1)(C)C,train
173,Group 13/172.log,Group 13,Group 13,172.log,CC(C1=CC2=C(OCCOCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCBr)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCBr)=C1)(C)C,train
175,Group 13/175.log,Group 13,Group 13,175.log,CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCCCCCCCCCC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCCCCCCCCCC)=C1)(C)C,train
176,Group 13/176.log,Group 13,Group 13,176.log,CC(C1=CC2=C(OCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCCCCCCCCCC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCCCCCCCCCC)=C1)(C)C,train
177,Group 13/177.log,Group 13,Group 13,177.log,CC(C1=CC2=C(OCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCCCCCCCCCC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OCCCCCCCCCCCC)=C1)(C)C,train
178,Group 13/178.log,Group 13,Group 13,178.log,CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OC)=C1)(C)C,train
179,Group 13/179.log,Group 13,Group 13,179.log,CC(C1=CC2=C(OCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OC)C=C(C(C)(C)C)C=C3S5)C(SC6=CC(C(C)(C)C)=CC5=C6OC)=C1)(C)C,train
182,Group 14/182.log,Group 14,Group 14,182.log,CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC#CC(C5=CC=C(C)C=C5)=O)=CC(C(C)(C)C)=C2)OCC#CC(C6=CC=C(C)C=C6)=O)=C(OCC#CC(C7=CC=C(C)C=C7)=O)C(CC8=CC(C(C)(C)C)=CC4=C8OCC#CC(C9=CC=C(C)C=C9)=O)=C1)C,train
184,Group 14/184.log,Group 14,Group 14,184.log,CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC#CC(C5=CC=C(OC)C=C5)=O)=CC(C(C)(C)C)=C2)OCC#CC(C6=CC=C(OC)C=C6)=O)=C(OCC#CC(C7=CC=C(OC)C=C7)=O)C(CC8=CC(C(C)(C)C)=CC4=C8OCC#CC(C9=CC=C(OC)C=C9)=O)=C1)C,train
185,Group 14/185.log,Group 14,Group 14,185.log,CC(C1=CC2=C(OCC#CC(C3=CC=CC=C3)=O)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(C2)=C6OCC#CC(C7=CC=CC=C7)=O)=C5OCC#CC(C8=CC=CC=C8)=O)=C4OCC#CC(C9=CC=CC=C9)=O)=C1)(C)C,train
187,Group 14/187.log,Group 14,Group 14,187.log,CC(C)(C)C1=CC(CC2=C3)=C(OCC#CC(C4=CC=CC=C4)=O)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC#CC(C7=CC=CC=C7)=O)=C6OCC#CC(C8=CC=CC=C8)=O)=C5OCC#CC(C9=CC=CC=C9)=O)=C1,train
188,Group 14/188.log,Group 14,Group 14,188.log,CC(C)(C)C1=CC(CC2=C3)=C(OCC#CC(C4=CC=C(C)C=C4)=O)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC#CC(C7=CC=C(C)C=C7)=O)=C6OCC#CC(C8=CC=C(C)C=C8)=O)=C5OCC#CC(C9=CC=C(C)C=C9)=O)=C1,train
189,Group 14/189.log,Group 14,Group 14,189.log,CC(C)(C)C1=CC(CC2=C3)=C(OCC#CC(C4=CC=C(Cl)C=C4)=O)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC#CC(C7=CC=C(Cl)C=C7)=O)=C6OCC#CC(C8=CC=C(Cl)C=C8)=O)=C5OCC#CC(C9=CC=C(Cl)C=C9)=O)=C1,train
190,Group 14/190.log,Group 14,Group 14,190.log,CC(C)(C)C1=CC(CC2=C3)=C(OCC#CC(C4=CC=C(OC)C=C4)=O)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC#CC(C7=CC=C(OC)C=C7)=O)=C6OCC#CC(C8=CC=C(OC)C=C8)=O)=C5OCC#CC(C9=CC=C(OC)C=C9)=O)=C1,train
191,Group 14/191.log,Group 14,Group 14,191.log,CC(C1=CC2=C(OCC#CC(C3=CC=C(Cl)C=C3)=O)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(C2)=C6OCC#CC(C7=CC=C(Cl)C=C7)=O)=C5OCC#CC(C8=CC=C(Cl)C=C8)=O)=C4OCC#CC(C9=CC=C(Cl)C=C9)=O)=C1)(C)C,train
192,Group 14/192.log,Group 14,Group 14,192.log,CC(C1=CC2=C(OCC#CC(C3=CC=C(OC)C=C3)=O)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(C2)=C6OCC#CC(C7=CC=C(OC)C=C7)=O)=C5OCC#CC(C8=CC=C(OC)C=C8)=O)=C4OCC#CC(C9=CC=C(OC)C=C9)=O)=C1)(C)C,train
193,Group 14/193.log,Group 14,Group 14,193.log,CC(C1=CC2=C(OCC#CC(C3=CC=CC=C3)=O)C(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(S2)=C6OCC#CC(C7=CC=CC=C7)=O)=C5OCC#CC(C8=CC=CC=C8)=O)=C4OCC#CC(C9=CC=CC=C9)=O)=C1)(C)C,train
194,Group 14/194.log,Group 14,Group 14,194.log,CC(C1=CC2=C(OCCC#CC(C3=CC=CC=C3)=O)C(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC6=C5OCCC#C(C(C7=CC=CC=C7)=O)C(C(C=C8S6)=CC(S2)=C8OCCC#CC(C9=CC=CC=C9)=O)(C)C)=C4OCCC#CC(C%10=CC=CC=C%10)=O)=C1)(C)C,train
195,Group 14/195.log,Group 14,Group 14,195.log,CC(C1=CC2=C(OCCCC#CC(C3=CC=CC=C3)=O)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(C2)=C6OCCCC#CC(C7=CC=CC=C7)=O)=C5OCCCC#CC(C8=CC=CC=C8)=O)=C4OCCCC#CC(C9=CC=CC=C9)=O)=C1)(C)C,train
196,Group 14/196.log,Group 14,Group 14,196.log,CC(C1=CC2=C(OCCCC#CC(C3=CC=CC=C3)=O)C(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(S2)=C6OCCCC#CC(C7=CC=CC=C7)=O)=C5OCCCC#CC(C8=CC=CC=C8)=O)=C4OCCCC#CC(C9=CC=CC=C9)=O)=C1)(C)C,train
197,Group 14/197.log,Group 14,Group 14,197.log,CC(C1=CC2=C(OCCCCC#CC(C3=CC=CC=C3)=O)C(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(S2)=C6OCCCCC#CC(C7=CC=CC=C7)=O)=C5OCCCCC#CC(C8=CC=CC=C8)=O)=C4OCCCCC#CC(C9=CC=CC=C9)=O)=C1)(C)C,train
198,Group 15/198.log,Group 15,Group 15,198.log,CC(C)(C)C1=CC(SC2=C3)=C(OCO)C(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(SC(C=C3C(C)(C)C)=C2OCC(O)=O)=C5OCC(O)=O)=C4OCC(O)=O)=C1.O=[C],train
200,Group 15/200.log,Group 15,Group 15,200.log,CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC(O)=O)=CC(C(C)(C)C)=C2)OCC(O)=O)=C(OCC(O)=O)C(CC5=CC(C(C)(C)C)=CC4=C5OCC(O)=O)=C1)C,train
201,Group 15/201.log,Group 15,Group 15,201.log,CC(C)(C)C1=CC(CC2=C3)=C(OCC(OCC)=O)C(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC(OCC)=O)=C5OCC(OCC)=O)=C4OCC(OCC)=O)=C1,train
203,Group 15/203.log,Group 15,Group 15,203.log,CC(C1=CC2=C(OCCCCCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCN6C(C(OC)=O)=C(C(OC)=O)N=N6)=C4OCCCCCCCCCCCC)=C3OCCCN7N=NC(C(OC)=O)=C7C(OC)=O)=C1)(C)C,train
204,Group 15/204.log,Group 15,Group 15,204.log,CC(C1=CC2=C(OCC(OCC)=O)C(CC3=CC(C(C)(C)C)=CC(CC4=CC(C(C)(C)C)=CC(CC5=CC(C(C)(C)C)=CC(C2)=C5OCC(OCC)=O)=C4OCC(OCC)=O)=C3OCC(OCC)=O)=C1)(C)C,train
205,Group 15/205.log,Group 15,Group 15,205.log,CC(C)(C1=CC(CC2=C(C(CC(C=C(C=C3C4)C(C)(C)C)=C3OCC(OCC)=O)=CC(C(C)(C)C)=C2)OCC(OCC)=O)=C(OCC(OCC)=O)C(CC5=CC(C(C)(C)C)=CC4=C5OCC(OCC)=O)=C1)C,train
206,Group 15/206.log,Group 15,Group 15,206.log,CC(C1=CC2=C(OCC(OCC)=O)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCC(OCC)=O)=C4OCC(OCC)=O)=C3OCC(OCC)=O)=C1)(C)C,train
207,Group 15/207.log,Group 15,Group 15,207.log,CC(C1=CC2=C(OCC(OC(C)(C)C)=O)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCC(OC(C)(C)C)=O)=C4OCC(OC(C)(C)C)=O)=C3OCC(OC(C)(C)C)=O)=C1)(C)C,train
208,Group 16/208.log,Group 16,Group 16,208.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCN6C(C(C=CC=C7)=C7C6=O)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCN8C(C(C=CC=C9)=C9C8=O)=O)C=C5C(C)(C)C,train
210,Group 16/210.log,Group 16,Group 16,210.log,OC1=C(CC2=C(C(CC3=C(O)C(CC4=CC(C(C)(C)C)=CC(CC1=C5)=C4OCC(N6CCOCC6)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCC(N7CCOCC7)=O)C=C5C(C)(C)C,train
212,Group 16/212.log,Group 16,Group 16,212.log,CC(C1=CC2=C(OCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCN5C(C(C=CC=C6)=C6C5=O)=O)C=C(C(C)(C)C)C=C3S7)C(SC8=CC(C(C)(C)C)=CC7=C8OCCCN9C(C(C=CC=C%10)=C%10C9=O)=O)=C1)(C)C,train
213,Group 16/213.log,Group 16,Group 16,213.log,OC1=C(CC2=C(C(CC3=C(O)C(CC4=CC(C(C)(C)C)=CC(CC1=C5)=C4OCC(N6CCOCCOCCOCC6)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCC(N7CCOCCOCCOCC7)=O)C=C5C(C)(C)C,train
214,Group 16/214.log,Group 16,Group 16,214.log,OC1=C(CC2=C(C(CC3=C(O)C(CC4=CC(C(C)(C)C)=CC(CC1=C5)=C4OCC(N6CCOCCOCCOCCOCC6)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCC(N7CCOCCOCCOCCOCC7)=O)C=C5C(C)(C)C,train
215,Group 16/215.log,Group 16,Group 16,215.log,OC1=C(CC2=C(C(CC3=C(O)C(CC4=CC(C(C)(C)C)=CC(CC1=C5)=C4OCC(N6CCOCCOCCOCCOCCOCC6)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCC(N7CCOCCOCCOCCOCCOCC7)=O)C=C5C(C)(C)C,train
216,Group 16/216.log,Group 16,Group 16,216.log,OC1=C(CC2=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C4OCC(N5CCOCCOCCOCC5)=O)=C2OCC(N6CCOCCOCCOCC6)=O)C=C(C(C)(C)C)C=C1CC7=CC(C(C)(C)C)=CC(CC4=C3)=C7OCC(N8CCOCCOCCOCC8)=O,train
217,Group 16/217.log,Group 16,Group 16,217.log,CC(C)(C)C1=CC(CC2=C3)=C(OCC(N4CCOCCOCCOCC4)=O)C(CC5=CC(C(C)(C)C)=CC(CC6=CC(C(C)(C)C)=CC(CC(C=C3C(C)(C)C)=C2OCC(N7CCOCCOCCOCC7)=O)=C6OCC(N8CCOCCOCCOCC8)=O)=C5OCC(N9CCOCCOCCOCC9)=O)=C1,train
218,Group 17/218.log,Group 17,Group 17,218.log,CC(C1=CC2=C(OCCCC3=CC(C4=CC=CC=C4)=NO3)C(SC5=CC(C(C)(C)C)=CC(SC6=CC(C(C)(C)C)=CC(SC7=CC(C(C)(C)C)=CC(S2)=C7OCCCC8=CC(C9=CC=CC=C9)=NO8)=C6OCCCC%10=CC(C%11=CC=CC=C%11)=NO%10)=C5OCCCC%12=CC(C%13=CC=CC=C%13)=NO%12)=C1)(C)C,train
220,Group 18/220.log,Group 18,Group 18,220.log,C12=C(C(SC(C=CC=C3S4)=C3OCCOCCOCCOC(C(SC5=CC=CC4=C5OCCCOC6=CC(C7=NC=CC=C7)=NC(C8=CC=CC=N8)=C6)=CC=C9)=C9S2)=CC=C1)OCCCOC%10=CC(C%11=NC=CC=C%11)=NC(C%12=CC=CC=N%12)=C%10,train
221,Group 18/221.log,Group 18,Group 18,221.log,CC(C1=CC2=C(OCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCOC5=CC(C6=NC=CC=C6)=NC(C7=CC=CC=N7)=C5)C=C(C(C)(C)C)C=C3S8)C(SC9=CC(C(C)(C)C)=CC8=C9OCCCOC%10=CC(C%11=NC=CC=C%11)=NC(C%12=CC=CC=N%12)=C%10)=C1)(C)C,train
223,Group 18/223.log,Group 18,Group 18,223.log,CC(C1=CC2=C(OCCOCCOCCOCCOCCOC3=C(SC4=CC(C(C)(C)C)=CC(S2)=C4OCCCOC5=CC(C6=NC=CC=C6)=NC(C7=CC=CC=N7)=C5)C=C(C(C)(C)C)C=C3S8)C(SC9=CC(C(C)(C)C)=CC8=C9OCCCOC%10=CC(C%11=NC=CC=C%11)=NC(C%12=CC=CC=N%12)=C%10)=C1)(C)C,train
224,Group 19/224.log,Group 19,Group 19,224.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCSCCCCCCCC)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCSCCCCCCCC)C=C5C(C)(C)C,train
225,Group 19/225.log,Group 19,Group 19,225.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCSC)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCSC)C=C5C(C)(C)C,train
226,Group 19/226.log,Group 19,Group 19,226.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCSCC6=CC=CC=C6)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCSCC7=CC=CC=C7)C=C5C(C)(C)C,train
228,Group 19/228.log,Group 19,Group 19,228.log,OC1=C(CC2=C(C(CC3=C(O)C(C4)=CC=C3)=CC=C2)OCCCS)C=CC=C1CC5=C(OCCCS)C4=CC=C5,train
229,Group 19/229.log,Group 19,Group 19,229.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCSCCSCCS)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)O)C=C5C(C)(C)C,train
230,Group 19/230.log,Group 19,Group 19,230.log,CC(C1=CC2=C(OCCCS)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCS)=C4OCCCS)=C3OCCCS)=C1)(C)C,train
231,Group 19/231.log,Group 19,Group 19,231.log,CC(C1=CC2=C(OCCCSCC(OC)=O)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCSCC(OC)=O)=C4OCCCSCC(OC)=O)=C3OCCCSCC(OC)=O)=C1)(C)C,train
232,Group 19/232.log,Group 19,Group 19,232.log,CC(C1=CC2=C(OCCCCSCC(OC)=O)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCSCC(OC)=O)=C4OCCCCSCC(OC)=O)=C3OCCCCSCC(OC)=O)=C1)(C)C,train
233,Group 19/233.log,Group 19,Group 19,233.log,CC(C1=CC2=C(OCCCCCSCC(OC)=O)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCCCCSCC(OC)=O)=C4OCCCCCSCC(OC)=O)=C3OCCCCCSCC(OC)=O)=C1)(C)C,train
235,Group 19/235.log,Group 19,Group 19,235.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCSC(C)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCSC(C)=O)C=C5C(C)(C)C,train
236,Group 19/236.log,Group 19,Group 19,236.log,OC1=C(SC2=C(C(SC3=C(O)C(SC4=CC(C(C)(C)C)=CC(SC1=C5)=C4OCCCSC(C)=O)=CC(C(C)(C)C)=C3)=CC(C(C)(C)C)=C2)OCCCSC(C)=O)C=C5C(C)(C)C,train
237,Group 19/237.log,Group 19,Group 19,237.log,CC(C1=CC2=C(OCCSCCCCCCCC)C(SC3=CC(C(C)(C)C)=CC(SC4=CC(C(C)(C)C)=CC(SC5=CC(C(C)(C)C)=CC(S2)=C5OCCC#C)=C4OCCSCCCCCCCC)=C3OCCC#C)=C1)(C)C,train
